query_index,query_title,query_label,recommended_rank,recommended_title,recommended_label,similarity_score,same_label
45,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,3,SVD-CNN: A Convolutional Neural Network Model with Orthogonal Constraints Based on SVD for Context-Aware Citation Recommendation,citation_recommendation,0.9579961895942688,1
45,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,4,A context-aware citation recommendation model with BERT and graph convolutional networks,citation_recommendation,0.9572175145149231,1
45,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,5,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,0.9526188969612122,1
46,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,1,A LSTM Based Model for Personalized Context-Aware Citation Recommendation,citation_recommendation,0.9589152336120605,1
46,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,2,A context-aware citation recommendation model with BERT and graph convolutional networks,citation_recommendation,0.9529504776000977,1
46,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,3,Dual Attention Model for Citation Recommendation,citation_recommendation,0.9506651163101196,1
46,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,4,Integrating Title and Citation Context Semantics of Citing Paper via Weighted Attentions for Local Citation Recommendation,citation_recommendation,0.950222373008728,1
46,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,5,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9496904611587524,1
47,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,1,Citation Recommendation based on Citation links Explanation,citation_recommendation,0.9593874216079712,1
47,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,2,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,0.9477224349975586,1
47,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,3,Global Citation Recommendation employing Multi-view Heterogeneous Network Embedding,citation_recommendation,0.9450809359550476,1
47,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,4,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9444715976715088,1
47,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,5,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,0.9413464069366455,1
48,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,1,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9607200622558594,1
48,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,2,Bibliographic Network Representation Based Personalized Citation Recommendation,citation_recommendation,0.9604655504226685,1
48,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,3,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9519894123077393,1
48,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,4,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,0.951367974281311,1
48,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,5,Global Citation Recommendation employing Multi-view Heterogeneous Network Embedding,citation_recommendation,0.9511131048202515,1
49,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,1,Graph Neural Collaborative Topic Model for Citation Recommendation,citation_recommendation,0.9561389088630676,1
49,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,2,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9512377381324768,1
49,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,3,Supporting Your Idea Reasonably: A Knowledge-Aware Topic Reasoning Strategy for Citation Recommendation,citation_recommendation,0.9509341716766357,1
49,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,4,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,0.9467567205429077,1
49,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,5,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9451155662536621,1
50,Venue Topic Model–enhanced Joint Graph Modelling for Citation Recommendation in Scholarly Big Data,citation_recommendation,1,Graph Neural Collaborative Topic Model for Citation Recommendation,citation_recommendation,0.9431900978088379,1
50,Venue Topic Model–enhanced Joint Graph Modelling for Citation Recommendation in Scholarly Big Data,citation_recommendation,2,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9421023726463318,0
50,Venue Topic Model–enhanced Joint Graph Modelling for Citation Recommendation in Scholarly Big Data,citation_recommendation,3,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9411882162094116,0
50,Venue Topic Model–enhanced Joint Graph Modelling for Citation Recommendation in Scholarly Big Data,citation_recommendation,4,A Three-Layered Mutually Reinforced Model for Personalized Citation Recommendation,citation_recommendation,0.9383851289749146,1
50,Venue Topic Model–enhanced Joint Graph Modelling for Citation Recommendation in Scholarly Big Data,citation_recommendation,5,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9382820725440979,1
51,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,1,A Systematic Review of Citation Recommendation Over the Past Two Decades,citation_recommendation,0.958973228931427,1
51,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,2,DocCit2Vec: Citation Recommendation via Embedding of Content and Structural Contexts,citation_recommendation,0.9554311037063599,1
51,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,3,A citation recommendation method based on context correlation,citation_recommendation,0.9538296461105347,1
51,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,4,A context-aware citation recommendation model with BERT and graph convolutional networks,citation_recommendation,0.9495205879211426,1
51,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,5,Bibliographic network enhanced local citation recommendation,citation_recommendation,0.9453753232955933,1
52,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,1,NeuSub: A Neural Submodular Approach for Citation Recommendation,citation_recommendation,0.9686279296875,1
52,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,2,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9559136629104614,1
52,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,3,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,0.9526188969612122,1
52,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,4,Large-scale Evaluation of Transformer-based Article Encoders on the Task of Citation Recommendation,citation_recommendation,0.9454673528671265,1
52,Learning Neural Textual Representations for Citation Recommendation,citation_recommendation,5,A context-aware citation recommendation model with BERT and graph convolutional networks,citation_recommendation,0.9441285133361816,1
53,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,1,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.9503775835037231,0
53,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,2,Citation Recommendation based on Citation links Explanation,citation_recommendation,0.9499626755714417,1
53,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,3,Citation Recommendation Based on Weighted Heterogeneous Information Network Containing Semantic Linking,citation_recommendation,0.9400482177734375,1
53,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,4,Global Citation Recommendation employing Multi-view Heterogeneous Network Embedding,citation_recommendation,0.9394084215164185,1
53,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,5,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,0.9366865754127502,0
54,Citation Recommendation Using Distributed Representation of Discourse Facets in Scientific Articles,citation_recommendation,1,DocCit2Vec: Citation Recommendation via Embedding of Content and Structural Contexts,citation_recommendation,0.9445900917053223,1
54,Citation Recommendation Using Distributed Representation of Discourse Facets in Scientific Articles,citation_recommendation,2,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,0.9393193125724792,1
54,Citation Recommendation Using Distributed Representation of Discourse Facets in Scientific Articles,citation_recommendation,3,SVD-CNN: A Convolutional Neural Network Model with Orthogonal Constraints Based on SVD for Context-Aware Citation Recommendation,citation_recommendation,0.938557505607605,1
54,Citation Recommendation Using Distributed Representation of Discourse Facets in Scientific Articles,citation_recommendation,4,Dual Attention Model for Citation Recommendation,citation_recommendation,0.9378772974014282,1
54,Citation Recommendation Using Distributed Representation of Discourse Facets in Scientific Articles,citation_recommendation,5,Citation recommendation based on argumentative zoning of user queries,citation_recommendation,0.9352893233299255,1
55,Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,citation_recommendation,1,Global Citation Recommendation employing Multi-view Heterogeneous Network Embedding,citation_recommendation,0.9538143873214722,1
55,Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,citation_recommendation,2,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9473841190338135,1
55,Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,citation_recommendation,3,DocCit2Vec: Citation Recommendation via Embedding of Content and Structural Contexts,citation_recommendation,0.9438505172729492,1
55,Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,citation_recommendation,4,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,0.9426314234733582,1
55,Cross-language Citation Recommendation via Hierarchical Representation Learning on Heterogeneous Graph,citation_recommendation,5,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9418262243270874,0
56,Deep learning-based citation recommendation system for patents,citation_recommendation,1,A context-aware citation recommendation model with BERT and graph convolutional networks,citation_recommendation,0.9457999467849731,1
56,Deep learning-based citation recommendation system for patents,citation_recommendation,2,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.9411106109619141,1
56,Deep learning-based citation recommendation system for patents,citation_recommendation,3,A New Citation Recommendation Strategy Based on Term Functions in Related Studies Section,citation_recommendation,0.9402651190757751,1
56,Deep learning-based citation recommendation system for patents,citation_recommendation,4,ConvCN: A CNN-Based Citation Network Embedding Algorithm towards Citation Recommendation,citation_recommendation,0.9402033686637878,1
56,Deep learning-based citation recommendation system for patents,citation_recommendation,5,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,0.9389033913612366,1
57,Similarity Analysis for Citation Recommendation System using Binary Encoded Data,citation_recommendation,1,Research paper recommendation system based on multiple features from citation network,citation_recommendation,0.943189799785614,1
57,Similarity Analysis for Citation Recommendation System using Binary Encoded Data,citation_recommendation,2,Dual Cloud Bibliographic Network Model for Citation Recommendation Systems,citation_recommendation,0.9406750202178955,1
57,Similarity Analysis for Citation Recommendation System using Binary Encoded Data,citation_recommendation,3,A Survey on Citation Recommendation System,citation_recommendation,0.9379597902297974,1
57,Similarity Analysis for Citation Recommendation System using Binary Encoded Data,citation_recommendation,4,A Systematic Review of Citation Recommendation Over the Past Two Decades,citation_recommendation,0.9354248046875,1
57,Similarity Analysis for Citation Recommendation System using Binary Encoded Data,citation_recommendation,5,Deep Learning-Assisted Citation Recommendation System Using Multi- cell RNN Approach,citation_recommendation,0.9331842064857483,1
58,A Hybrid Discriminative Mixture Model for Cumulative Citation Recommendation,citation_recommendation,1,A Hybrid Citation Recommendation Model With SciBERT and GraphSAGE,citation_recommendation,0.935554027557373,1
58,A Hybrid Discriminative Mixture Model for Cumulative Citation Recommendation,citation_recommendation,2,Joint Model Feature Regression and Topic Learning for Global Citation Recommendation,citation_recommendation,0.9349944591522217,1
58,A Hybrid Discriminative Mixture Model for Cumulative Citation Recommendation,citation_recommendation,3,Citation Recommendation as Edge Prediction in Heterogeneous Bibliographic Network: A Network Representation Approach,citation_recommendation,0.9300045967102051,1
58,A Hybrid Discriminative Mixture Model for Cumulative Citation Recommendation,citation_recommendation,4,NeuSub: A Neural Submodular Approach for Citation Recommendation,citation_recommendation,0.9299529790878296,1
58,A Hybrid Discriminative Mixture Model for Cumulative Citation Recommendation,citation_recommendation,5,Supporting Your Idea Reasonably: A Knowledge-Aware Topic Reasoning Strategy for Citation Recommendation,citation_recommendation,0.9298958778381348,1
59,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,1,A citation recommendation method based on context correlation,citation_recommendation,0.9608316421508789,1
59,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,2,Bibliographic Network Representation Based Personalized Citation Recommendation,citation_recommendation,0.9597129225730896,1
59,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,3,Research paper recommendation system based on multiple features from citation network,citation_recommendation,0.9592127799987793,1
59,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,4,Citation Recommendation based on Citation links Explanation,citation_recommendation,0.9521071314811707,1
59,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,5,A Three-Layered Mutually Reinforced Model for Personalized Citation Recommendation,citation_recommendation,0.9511737823486328,1
60,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,1,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9583863615989685,1
60,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,2,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9501327872276306,1
60,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,3,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9487864971160889,1
60,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,4,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9466835856437683,1
60,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,5,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,0.9463919401168823,1
61,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,1,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9593123197555542,1
61,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,2,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,0.9583863615989685,1
61,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,3,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9572409391403198,1
61,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,4,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9555819034576416,1
61,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,5,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9496511816978455,0
62,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9618160724639893,1
62,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,2,Proximity‐aware research leadership recommendation in research collaboration via deep neural networks,collaborator_recommendation,0.9610586166381836,1
62,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,3,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.9593098163604736,1
62,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,4,Attribute-Aware Graph Recurrent Networks for Scholarly Friend Recommendation Based on Internet of Scholars in Scholarly Big Data,collaborator_recommendation,0.9589771032333374,1
62,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,5,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,0.9548322558403015,1
63,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9630983471870422,1
63,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,2,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,0.9629154205322266,1
63,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,3,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,0.9593098163604736,1
63,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,4,Semantic Based Heterogeneous Information Network Embedding for Patent Citation Recommendation,citation_recommendation,0.9503775835037231,0
63,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,5,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9501149654388428,1
64,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9613928198814392,1
64,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,2,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9578209519386292,1
64,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,3,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,0.9458844065666199,1
64,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,4,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.945576548576355,1
64,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,5,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,0.9427796602249146,1
65,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9472329616546631,1
65,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,2,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,0.9463919401168823,1
65,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,3,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9454402327537537,1
65,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,4,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9448573589324951,1
65,Explainable Cross-Domain Collaborator Recommendation,collaborator_recommendation,5,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.941181480884552,1
66,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9646192193031311,1
66,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,2,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9575580358505249,1
66,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,3,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9555819034576416,1
66,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,4,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,0.9545800685882568,1
66,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,5,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,0.9501327872276306,1
67,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,1,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,0.9584408402442932,1
67,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,2,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,0.9531288743019104,1
67,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,3,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,0.9521762728691101,1
67,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,4,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9463441371917725,1
67,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,5,A fuzzy expert system based recommendation model for nuclear wastewater research collaborators,collaborator_recommendation,0.9441958665847778,1
68,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,1,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9576330184936523,1
68,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,2,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,0.9521762728691101,1
68,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,3,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,0.9464877843856812,1
68,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,4,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9449313879013062,1
68,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,5,A social recommendation system for academic collaboration in undergraduate research,collaborator_recommendation,0.9447252750396729,1
69,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,1,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.9629154205322266,1
69,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,2,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9613874554634094,1
69,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,3,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,0.9548322558403015,1
69,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,4,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9545800685882568,1
69,Collaborator Recommendation Based on Dynamic Attribute Network Representation Learning,collaborator_recommendation,5,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9529004693031311,0
70,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,1,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,0.9584408402442932,1
70,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,2,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,0.9485045075416565,1
70,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,3,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,0.9473113417625427,1
70,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,4,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,0.9437249898910522,1
70,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,5,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9407540559768677,1
71,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,1,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.9700596332550049,1
71,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,2,Collaborator Recommendation Based on Multiple Information Graphs,collaborator_recommendation,0.9646192193031311,1
71,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,3,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.9630983471870422,1
71,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,4,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,0.9618160724639893,1
71,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,5,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,0.9613928198814392,1
72,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,1,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9700596332550049,1
72,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,2,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9593123197555542,1
72,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,3,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9586095213890076,0
72,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,4,Context-aware Academic Collaborator Recommendation,collaborator_recommendation,0.9578209519386292,1
72,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,5,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,0.9576330184936523,1
73,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,1,Scholar-Friend Recommendation in Online Academic Communities: Approach based on Heterogeneous Network,collaborator_recommendation,0.9514026641845703,1
73,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,2,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,0.9487513303756714,1
73,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,3,Career Age-Aware Scientific Collaborator Recommendation in Scholarly Big Data,collaborator_recommendation,0.9430251717567444,1
73,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,4,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,0.9402146339416504,1
73,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,5,A Hybrid Recommendation Method Integrating the Social Trust Network and Local Social Influence of Users,collaborator_recommendation,0.9396439790725708,1
74,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,1,Exploiting Publication Contents and Collaboration Networks for Collaborator Recommendation,collaborator_recommendation,0.954338014125824,1
74,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,2,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.953340470790863,1
74,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,3,Sustainable Collaborator Recommendation Based on Conference Closure,collaborator_recommendation,0.9531288743019104,1
74,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,4,Academic Collaborator Recommendation Based on Attributed Network Embedding,collaborator_recommendation,0.9503898620605469,1
74,NovSRC: A Novelty-Oriented Scientific Collaborators Recommendation Model,collaborator_recommendation,5,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,0.9485045075416565,1
